%CPU     %MEM    
%CPU     %MEM    
0.0      1.5     
 3.2  1.4
%CPU     %MEM    
0.0      1.5     
 3.3  1.4
%CPU     %MEM    
0.0      1.5     
 3.3  1.4
%CPU     %MEM    
0.0      1.5     
 3.4  1.4
%CPU     %MEM    
0.0      1.5     
 3.4  1.4
%CPU     %MEM    
0.0      1.5     
 3.4  1.4
%CPU     %MEM    
80.0     1.5     
 3.6  1.4
%CPU     %MEM    
0.0      1.5     
 3.6  1.4
%CPU     %MEM    
0.0      1.5     
 3.6  1.4
%CPU     %MEM    
0.0      1.5     
 3.6  1.4
%CPU     %MEM    
6.7      1.5     
 3.7  1.4
%CPU     %MEM    
0.0      1.5     
 3.7  1.4
%CPU     %MEM    
0.0      1.6     
 3.7  1.5
%CPU     %MEM    
26.7     1.6     
 3.8  1.5
%CPU     %MEM    
0.0      1.6     
 3.9  1.5
%CPU     %MEM    
0.0      1.6     
 3.9  1.5
%CPU     %MEM    
6.7      1.6     
 4.0  1.5
%CPU     %MEM    
6.7      1.8     
 4.1  1.7
%CPU     %MEM    
6.2      1.8     
 4.3  1.7
%CPU     %MEM    
0.0      1.8     
 4.3  1.7
%CPU     %MEM    
0.0      1.8     
 4.4  1.7
%CPU     %MEM    
40.0     1.8     
 4.4  1.7
%CPU     %MEM    
0.0      1.8     
 4.4  1.7
%CPU     %MEM    
13.3     1.8     
 4.5  1.7
%CPU     %MEM    
0.0      1.8     
 4.5  1.7
%CPU     %MEM    
0.0      1.8     
 4.5  1.7
%CPU     %MEM    
0.0      1.8     
 4.6  1.7
%CPU     %MEM    
0.0      1.8     
 4.7  1.8
%CPU     %MEM    
0.0      1.8     
 4.8  1.8
%CPU     %MEM    
6.2      1.8     
 4.7  1.8
%CPU     %MEM    
0.0      1.8     
 4.7  1.8
%CPU     %MEM    
0.0      1.8     
 4.7  1.8
%CPU     %MEM    
0.0      1.8     
 4.7  1.8
%CPU     %MEM    
0.0      1.8     
 4.7  1.8
%CPU     %MEM    
0.0      1.8     
 4.6  1.8
%CPU     %MEM    
6.7      1.8     
 4.6  1.8
%CPU     %MEM    
6.7      1.8     
 4.6  1.8
%CPU     %MEM    
0.0      1.8     
 4.6  1.8
%CPU     %MEM    
0.0      1.8     
 4.5  1.8
%CPU     %MEM    
6.7      1.8     
 4.5  1.8
%CPU     %MEM    
13.3     1.8     
 4.6  1.8
%CPU     %MEM    
0.0      1.8     
 4.5  1.8
%CPU     %MEM    
0.0      1.8     
 4.5  1.8
%CPU     %MEM    
0.0      1.8     
 4.5  1.8
%CPU     %MEM    
6.7      1.8     
 4.4  1.8
%CPU     %MEM    
13.3     1.8     
 4.4  1.8
%CPU     %MEM    
0.0      1.8     
 4.4  1.8
%CPU     %MEM    
0.0      1.8     
 4.4  1.8
%CPU     %MEM    
0.0      1.8     
 4.4  1.8
%CPU     %MEM    
0.0      1.8     
 4.4  1.8
%CPU     %MEM    
0.0      1.8     
 4.4  1.8
%CPU     %MEM    
0.0      1.9     
 4.4  1.8
%CPU     %MEM    
6.7      1.9     
 4.3  1.8
%CPU     %MEM    
0.0      1.9     
 4.3  1.8
%CPU     %MEM    
0.0      1.9     
 4.3  1.9
%CPU     %MEM    
20.0     1.9     
 4.3  1.9
%CPU     %MEM    
0.0      1.9     
 4.3  1.9
%CPU     %MEM    
0.0      1.9     
 4.4  1.9
%CPU     %MEM    
6.7      1.9     
 4.4  1.9
%CPU     %MEM    
0.0      1.9     
 4.3  1.9
%CPU     %MEM    
0.0      1.9     
 4.3  1.9
%CPU     %MEM    
0.0      1.9     
 4.3  1.9
%CPU     %MEM    
0.0      1.9     
 4.3  1.9
%CPU     %MEM    
0.0      1.9     
 4.3  1.9
%CPU     %MEM    
6.7      1.9     
 4.3  1.9
%CPU     %MEM    
0.0      1.9     
 4.3  1.9
%CPU     %MEM    
0.0      1.9     
 4.3  1.9
%CPU     %MEM    
0.0      1.9     
 4.2  1.9
%CPU     %MEM    
6.7      1.9     
 4.2  1.9
%CPU     %MEM    
0.0      1.9     
 4.2  1.9
%CPU     %MEM    
18.8     1.9     
 4.3  1.9
%CPU     %MEM    
0.0      1.9     
 4.2  1.9
%CPU     %MEM    
0.0      1.9     
 4.2  1.9
%CPU     %MEM    
0.0      1.9     
 4.2  1.9
%CPU     %MEM    
0.0      1.9     
 4.2  1.9
%CPU     %MEM    
6.7      1.9     
 4.2  1.9
%CPU     %MEM    
0.0      1.9     
 4.2  1.9
%CPU     %MEM    
0.0      1.9     
 4.1  1.9
%CPU     %MEM    
0.0      1.9     
 4.1  1.9
%CPU     %MEM    
0.0      1.9     
 4.1  1.9
%CPU     %MEM    
0.0      1.9     
 4.1  1.9
%CPU     %MEM    
0.0      1.9     
 4.1  1.9
%CPU     %MEM    
0.0      1.9     
 4.0  1.9
%CPU     %MEM    
6.7      1.9     
 4.0  1.9
%CPU     %MEM    
0.0      1.9     
 4.0  1.9
%CPU     %MEM    
0.0      1.9     
 4.0  1.9
%CPU     %MEM    
6.2      1.9     
 4.0  1.9
%CPU     %MEM    
0.0      1.9     
 3.9  1.9
%CPU     %MEM    
0.0      1.9     
 3.9  1.9
%CPU     %MEM    
0.0      1.9     
 3.9  1.9
%CPU     %MEM    
0.0      1.9     
 3.9  1.9
%CPU     %MEM    
0.0      1.9     
 3.8  1.9
%CPU     %MEM    
53.3     1.9     
 3.9  1.9
%CPU     %MEM    
0.0      1.9     
 3.9  1.9
%CPU     %MEM    
0.0      1.9     
 3.9  1.9
%CPU     %MEM    
0.0      1.9     
 3.8  1.9
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
