%CPU     %MEM    
%CPU     %MEM    
0.0      1.3     
 2.9  1.3
%CPU     %MEM    
6.7      1.5     
 2.9  1.4
%CPU     %MEM    
6.7      1.5     
 3.1  1.4
%CPU     %MEM    
26.7     1.5     
 3.2  1.4
%CPU     %MEM    
0.0      1.5     
 3.3  1.4
%CPU     %MEM    
0.0      1.5     
 3.3  1.4
%CPU     %MEM    
0.0      1.5     
 3.4  1.5
%CPU     %MEM    
6.7      1.5     
 3.4  1.5
%CPU     %MEM    
6.7      1.5     
 3.4  1.5
%CPU     %MEM    
0.0      1.5     
 3.6  1.5
%CPU     %MEM    
0.0      1.5     
 3.7  1.5
%CPU     %MEM    
50.0     1.5     
 3.9  1.5
%CPU     %MEM    
6.7      1.5     
 3.9  1.5
%CPU     %MEM    
13.3     1.5     
 4.0  1.5
%CPU     %MEM    
0.0      1.5     
 4.0  1.5
%CPU     %MEM    
13.3     1.6     
 4.1  1.6
%CPU     %MEM    
0.0      1.6     
 4.1  1.6
%CPU     %MEM    
0.0      1.6     
 4.1  1.6
%CPU     %MEM    
13.3     1.6     
 4.1  1.6
%CPU     %MEM    
0.0      1.6     
 4.1  1.6
%CPU     %MEM    
0.0      1.6     
 4.0  1.6
%CPU     %MEM    
0.0      1.6     
 4.0  1.6
%CPU     %MEM    
0.0      1.6     
 4.0  1.6
%CPU     %MEM    
0.0      1.6     
 4.0  1.6
%CPU     %MEM    
13.3     1.6     
 4.0  1.6
%CPU     %MEM    
0.0      1.6     
 4.0  1.6
%CPU     %MEM    
0.0      1.6     
 3.9  1.6
%CPU     %MEM    
0.0      1.6     
 3.9  1.6
%CPU     %MEM    
0.0      1.6     
 3.9  1.6
%CPU     %MEM    
0.0      1.6     
 3.9  1.6
%CPU     %MEM    
13.3     1.6     
 3.9  1.6
%CPU     %MEM    
0.0      1.6     
 3.9  1.6
%CPU     %MEM    
0.0      1.6     
 3.8  1.6
%CPU     %MEM    
0.0      1.6     
 3.8  1.6
%CPU     %MEM    
0.0      1.6     
 3.8  1.6
%CPU     %MEM    
0.0      1.6     
 3.8  1.6
%CPU     %MEM    
20.0     1.6     
 3.8  1.6
%CPU     %MEM    
13.3     1.6     
 3.8  1.6
%CPU     %MEM    
0.0      1.6     
 3.8  1.6
%CPU     %MEM    
0.0      1.6     
 3.8  1.6
%CPU     %MEM    
6.7      1.6     
 3.8  1.6
%CPU     %MEM    
0.0      1.6     
 3.8  1.6
%CPU     %MEM    
12.5     1.6     
 3.8  1.6
%CPU     %MEM    
0.0      1.6     
 3.8  1.6
%CPU     %MEM    
0.0      1.7     
 3.8  1.6
%CPU     %MEM    
6.7      1.7     
 3.8  1.6
%CPU     %MEM    
0.0      1.7     
 3.8  1.6
%CPU     %MEM    
0.0      1.7     
 3.8  1.6
%CPU     %MEM    
6.7      1.7     
 3.8  1.6
%CPU     %MEM    
0.0      1.7     
 3.8  1.6
%CPU     %MEM    
0.0      1.7     
 3.8  1.6
%CPU     %MEM    
0.0      1.7     
 3.8  1.6
%CPU     %MEM    
0.0      1.7     
 3.8  1.6
%CPU     %MEM    
0.0      1.7     
 3.7  1.6
%CPU     %MEM    
20.0     1.7     
 3.7  1.6
%CPU     %MEM    
0.0      1.7     
 3.8  1.6
%CPU     %MEM    
0.0      1.7     
 3.8  1.6
%CPU     %MEM    
0.0      1.7     
 3.8  1.6
%CPU     %MEM    
6.7      1.7     
 3.8  1.6
%CPU     %MEM    
0.0      1.7     
 3.7  1.6
%CPU     %MEM    
6.7      1.7     
 3.7  1.6
%CPU     %MEM    
0.0      1.7     
 3.7  1.6
%CPU     %MEM    
6.7      1.7     
 3.7  1.6
%CPU     %MEM    
0.0      1.7     
 3.7  1.6
%CPU     %MEM    
0.0      1.7     
 3.7  1.6
%CPU     %MEM    
0.0      1.7     
 3.7  1.6
%CPU     %MEM    
0.0      1.7     
 3.7  1.6
%CPU     %MEM    
0.0      1.7     
 3.7  1.6
%CPU     %MEM    
6.7      1.7     
 3.6  1.6
%CPU     %MEM    
0.0      1.7     
 3.6  1.6
%CPU     %MEM    
0.0      1.7     
 3.6  1.6
%CPU     %MEM    
0.0      1.7     
 3.6  1.6
%CPU     %MEM    
0.0      1.7     
 3.5  1.6
%CPU     %MEM    
0.0      1.7     
 3.5  1.6
%CPU     %MEM    
0.0      1.7     
 3.5  1.6
%CPU     %MEM    
0.0      1.7     
 3.5  1.6
%CPU     %MEM    
0.0      1.7     
 3.5  1.6
%CPU     %MEM    
0.0      1.7     
 3.4  1.6
%CPU     %MEM    
0.0      1.7     
 3.4  1.6
%CPU     %MEM    
0.0      1.7     
 3.4  1.6
%CPU     %MEM    
0.0      1.7     
 3.4  1.6
%CPU     %MEM    
0.0      1.7     
 3.4  1.6
%CPU     %MEM    
0.0      1.7     
 3.4  1.6
%CPU     %MEM    
46.7     1.7     
 3.4  1.6
%CPU     %MEM    
0.0      1.7     
 3.4  1.6
%CPU     %MEM    
0.0      1.7     
 3.4  1.6
%CPU     %MEM    
0.0      1.7     
 3.4  1.6
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
%CPU     %MEM    
0.0      0.0     
 0.0  0.0
