PSR %CPU
  2  0.0
  2  0.6
  2  0.5
PSR %CPU
  0 27.1
  0  0.6
  1  0.0
  0  0.5
  3  0.0
  0  0.0
  2  0.0
  2  0.6
  2  0.5
PSR %CPU
  2 27.3
  0  0.6
  1  0.0
  0  0.5
  3  0.0
  0  0.0
  2  0.0
  2  0.6
  2  0.5
PSR %CPU
  2 27.3
  0  0.6
  1  0.0
  0  0.5
  3  0.0
  0  0.0
  2  0.0
  2  0.6
  2  0.5
PSR %CPU
  2 27.3
  0  0.6
  1  0.0
  0  0.5
  3  0.0
  0  0.0
  2  0.0
  0  0.6
  2  0.5
PSR %CPU
  0 27.4
  0  0.6
  1  0.0
  0  0.5
  3  0.0
  0  0.0
  2  0.0
  2  0.6
  2  0.5
PSR %CPU
  0 27.4
  0  0.6
  1  0.0
  0  0.5
  3  0.0
  0  0.0
  2  0.0
  2  0.6
  2  0.5
PSR %CPU
  2 27.4
  0  0.6
  1  0.0
  0  0.5
  3  0.0
  0  0.0
  2  0.0
  0  0.6
  0  0.5
PSR %CPU
  2 27.5
  0  0.6
  1  0.0
  0  0.5
  3  0.0
  0  0.0
  2  0.0
  0  0.6
  0  0.5
PSR %CPU
  2 27.6
  0  0.6
  1  0.0
  0  0.5
  3  0.0
  0  0.0
  2  0.0
  0  0.6
  0  0.5
PSR %CPU
  2 27.5
  0  0.6
  1  0.0
  2  0.5
  3  0.0
  0  0.0
  2  0.0
  0  0.6
  0  0.5
PSR %CPU
  2 27.7
  0  0.6
  1  0.0
  0  0.5
  3  0.0
  0  0.0
  2  0.0
  0  0.6
  2  0.5
PSR %CPU
  2 27.7
  0  0.6
  1  0.0
  0  0.5
  3  0.0
  0  0.0
  2  0.0
  0  0.6
  2  0.5
PSR %CPU
  2 27.6
  0  0.6
  1  0.0
  0  0.5
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  0  0.5
PSR %CPU
  2 27.9
  0  0.6
  1  0.0
  0  0.5
  3  0.0
  0  0.0
  2  0.0
  0  0.6
  0  0.5
PSR %CPU
  2 27.8
  0  0.6
  1  0.0
  0  0.5
  3  0.0
  0  0.0
  2  0.0
  0  0.6
  0  0.5
PSR %CPU
  2 27.9
  0  0.6
  1  0.0
  0  0.5
  3  0.0
  0  0.0
  2  0.0
  2  0.6
  0  0.5
PSR %CPU
  0 28.0
  2  0.6
  1  0.0
  2  0.5
  3  0.0
  0  0.0
  2  0.0
  2  0.6
  2  0.5
PSR %CPU
  2 28.0
  2  0.6
  1  0.0
  2  0.5
  3  0.0
  0  0.0
  2  0.0
  2  0.6
  2  0.5
PSR %CPU
  0 28.0
  2  0.6
  1  0.0
  2  0.5
  3  0.0
  0  0.0
  2  0.0
  2  0.6
  2  0.5
PSR %CPU
  0 28.1
  2  0.6
  1  0.0
  2  0.5
  3  0.0
  0  0.0
  2  0.0
  2  0.6
  2  0.5
PSR %CPU
  2 28.1
  2  0.6
  1  0.0
  2  0.5
  3  0.0
  0  0.0
  2  0.0
  2  0.6
  2  0.5
PSR %CPU
  2 28.2
  2  0.6
  1  0.0
  0  0.5
  3  0.0
  0  0.0
  2  0.0
  2  0.6
  0  0.5
PSR %CPU
  0 28.3
  2  0.6
  1  0.0
  0  0.5
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  2  0.5
PSR %CPU
  0 28.3
  2  0.6
  1  0.0
  0  0.5
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  2  0.5
PSR %CPU
  2 28.3
  0  0.6
  1  0.0
  0  0.5
  3  0.0
  0  0.0
  2  0.0
  0  0.6
  0  0.5
PSR %CPU
  0 28.4
  0  0.6
  1  0.0
  0  0.5
  3  0.0
  0  0.0
  2  0.0
  0  0.6
  0  0.5
PSR %CPU
  1 28.4
  0  0.6
  1  0.0
  0  0.5
  3  0.0
  0  0.0
  2  0.0
  0  0.6
  0  0.5
PSR %CPU
  3 28.5
  0  0.6
  1  0.0
  2  0.5
  3  0.0
  0  0.0
  2  0.0
  0  0.6
  2  0.5
PSR %CPU
  1 28.6
  0  0.6
  1  0.0
  2  0.5
  3  0.0
  0  0.0
  2  0.0
  0  0.6
  2  0.5
PSR %CPU
  1 28.5
  0  0.6
  1  0.0
  2  0.5
  3  0.0
  0  0.0
  2  0.0
  0  0.6
  0  0.5
PSR %CPU
  3 28.7
  2  0.6
  1  0.0
  2  0.5
  3  0.0
  0  0.0
  2  0.0
  2  0.6
  2  0.5
PSR %CPU
  1 28.6
  2  0.6
  1  0.0
  2  0.5
  3  0.0
  0  0.0
  2  0.0
  2  0.6
  2  0.5
PSR %CPU
  3 28.6
  2  0.6
  1  0.0
  2  0.5
  3  0.0
  0  0.0
  2  0.0
  2  0.6
  2  0.5
PSR %CPU
  1 28.7
  0  0.6
  1  0.0
  2  0.5
  3  0.0
  0  0.0
  2  0.0
  0  0.6
  2  0.5
PSR %CPU
  1 28.8
  0  0.6
  1  0.0
  2  0.5
  3  0.0
  0  0.0
  2  0.0
  0  0.6
  2  0.5
PSR %CPU
  3 28.8
  2  0.6
  1  0.0
  2  0.5
  3  0.0
  0  0.0
  2  0.0
  2  0.6
  2  0.5
PSR %CPU
  3 28.9
  2  0.6
  1  0.0
  0  0.5
  3  0.0
  0  0.0
  2  0.0
  2  0.6
  2  0.5
PSR %CPU
  1 28.9
  2  0.6
  1  0.0
  0  0.5
  3  0.0
  0  0.0
  2  0.0
  2  0.6
  2  0.5
PSR %CPU
  1 28.8
  2  0.6
  1  0.0
  0  0.5
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  2  0.5
PSR %CPU
  1 28.9
  2  0.6
  1  0.0
  3  0.5
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  1 29.0
  2  0.6
  1  0.0
  3  0.5
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  1 29.0
  3  0.6
  1  0.0
  3  0.5
  3  0.0
  0  0.0
  2  0.0
  1  0.6
  3  0.5
PSR %CPU
  3 29.1
  1  0.6
  1  0.0
  1  0.5
  3  0.0
  0  0.0
  2  0.0
  1  0.6
  1  0.5
PSR %CPU
  1 29.1
  1  0.6
  1  0.0
  1  0.5
  3  0.0
  0  0.0
  2  0.0
  1  0.6
  1  0.5
PSR %CPU
  3 29.2
  1  0.6
  1  0.0
  3  0.5
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  1  0.5
PSR %CPU
  1 29.2
  1  0.6
  1  0.0
  3  0.5
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  1  0.5
PSR %CPU
  3 29.2
  1  0.6
  1  0.0
  3  0.5
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  3 29.3
  1  0.6
  1  0.0
  3  0.5
  3  0.0
  0  0.0
  2  0.0
  1  0.6
  3  0.5
PSR %CPU
  1 29.4
  1  0.6
  1  0.0
  3  0.5
  3  0.0
  0  0.0
  2  0.0
  1  0.6
  3  0.5
PSR %CPU
  1 29.3
  1  0.6
  1  0.0
  3  0.5
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  3 29.4
  3  0.6
  1  0.0
  1  0.5
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  3 29.5
  3  0.6
  1  0.0
  1  0.5
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  1 29.5
  3  0.6
  1  0.0
  3  0.5
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  1 29.6
  3  0.6
  1  0.0
  3  0.5
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  1 29.5
  3  0.6
  1  0.0
  1  0.5
  3  0.0
  0  0.0
  2  0.0
  0  0.6
  3  0.5
PSR %CPU
  3 29.7
  1  0.6
  1  0.0
  1  0.5
  3  0.0
  0  0.0
  2  0.0
  1  0.6
  3  0.5
PSR %CPU
  1 29.7
  1  0.6
  1  0.0
  1  0.5
  3  0.0
  0  0.0
  2  0.0
  1  0.6
  3  0.5
PSR %CPU
  1 29.8
  1  0.6
  1  0.0
  1  0.5
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  1 29.9
  1  0.6
  1  0.0
  1  0.5
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  3 29.8
  1  0.6
  1  0.0
  1  0.5
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  1  0.5
PSR %CPU
  1 30.0
  3  0.6
  1  0.0
  3  0.5
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  1 30.0
  3  0.6
  1  0.0
  3  0.5
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  3 30.1
  3  0.6
  1  0.0
  3  0.5
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  1 30.1
  2  0.6
  1  0.0
  3  0.5
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  1 30.1
  3  0.6
  1  0.0
  3  0.5
  3  0.0
  0  0.0
  2  0.0
  1  0.6
  1  0.5
PSR %CPU
  1 30.3
  3  0.6
  1  0.0
  3  0.5
  3  0.0
  0  0.0
  2  0.0
  1  0.6
  3  0.5
PSR %CPU
  3 30.3
  3  0.6
  1  0.0
  3  0.5
  3  0.0
  0  0.0
  2  0.0
  1  0.6
  3  0.5
PSR %CPU
  1 30.2
  0  0.6
  1  0.0
  1  0.5
  3  0.0
  0  0.0
  2  0.0
  1  0.6
  3  0.5
PSR %CPU
  3 30.3
  0  0.6
  1  0.0
  1  0.5
  3  0.0
  0  0.0
  2  0.0
  0  0.6
  3  0.5
PSR %CPU
  3 30.3
  0  0.6
  1  0.0
  1  0.5
  3  0.0
  0  0.0
  2  0.0
  0  0.6
  3  0.5
PSR %CPU
  3 30.4
  0  0.6
  1  0.0
  1  0.5
  3  0.0
  0  0.0
  2  0.0
  0  0.6
  3  0.5
PSR %CPU
  1 30.4
  0  0.6
  1  0.0
  1  0.6
  3  0.0
  0  0.0
  2  0.0
  0  0.6
  3  0.5
PSR %CPU
  3 30.4
  3  0.6
  1  0.0
  1  0.6
  3  0.0
  0  0.0
  2  0.0
  0  0.6
  1  0.5
PSR %CPU
  3 30.6
  1  0.6
  1  0.0
  0  0.6
  3  0.0
  0  0.0
  2  0.0
  1  0.6
  1  0.5
PSR %CPU
  1 30.5
  1  0.6
  1  0.0
  0  0.6
  3  0.0
  0  0.0
  2  0.0
  1  0.6
  1  0.5
PSR %CPU
  3 30.6
  1  0.6
  1  0.0
  1  0.6
  3  0.0
  0  0.0
  2  0.0
  1  0.6
  1  0.5
PSR %CPU
  3 30.7
  1  0.6
  1  0.0
  1  0.6
  3  0.0
  0  0.0
  2  0.0
  1  0.6
  1  0.5
PSR %CPU
  3 30.6
  1  0.6
  1  0.0
  1  0.6
  3  0.0
  0  0.0
  2  0.0
  1  0.6
  1  0.5
PSR %CPU
  1 30.7
  1  0.6
  1  0.0
  1  0.6
  3  0.0
  0  0.0
  2  0.0
  1  0.6
  1  0.5
PSR %CPU
  1 30.8
  1  0.6
  1  0.0
  1  0.6
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  1  0.5
PSR %CPU
  3 30.7
  3  0.6
  1  0.0
  3  0.6
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  1  0.5
PSR %CPU
  3 30.8
  1  0.6
  1  0.0
  3  0.6
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  1  0.5
PSR %CPU
  3 30.9
  1  0.6
  1  0.0
  3  0.6
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  1  0.5
PSR %CPU
  3 30.8
  1  0.6
  1  0.0
  1  0.6
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  1  0.5
PSR %CPU
  1 31.0
  3  0.6
  1  0.0
  3  0.6
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  1 31.0
  3  0.6
  1  0.0
  3  0.6
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  1 31.0
  3  0.6
  1  0.0
  3  0.6
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  3 31.0
  3  0.6
  1  0.0
  3  0.6
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  1 31.0
  3  0.6
  1  0.0
  3  0.6
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  3 31.1
  3  0.6
  1  0.0
  3  0.6
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  1 31.1
  3  0.6
  1  0.0
  3  0.6
  3  0.0
  0  0.0
  2  0.0
  1  0.6
  1  0.5
PSR %CPU
  1 31.1
  3  0.6
  1  0.0
  3  0.6
  3  0.0
  0  0.0
  2  0.0
  1  0.6
  1  0.5
PSR %CPU
  3 31.1
  1  0.6
  1  0.0
  1  0.6
  3  0.0
  0  0.0
  2  0.0
  1  0.6
  1  0.5
PSR %CPU
  3 31.2
  1  0.6
  1  0.0
  1  0.6
  3  0.0
  0  0.0
  2  0.0
  1  0.6
  1  0.5
PSR %CPU
  1 31.1
  1  0.6
  1  0.0
  1  0.6
  3  0.0
  0  0.0
  2  0.0
  1  0.6
  1  0.5
PSR %CPU
  3 31.1
  3  0.6
  1  0.0
  1  0.6
  3  0.0
  0  0.0
  2  0.0
  1  0.6
  1  0.5
PSR %CPU
  1 31.2
  3  0.6
  1  0.0
  3  0.6
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  1 31.2
  3  0.6
  1  0.0
  3  0.6
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  1 31.2
  3  0.6
  1  0.0
  3  0.6
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  1  0.5
PSR %CPU
  3 31.3
  1  0.6
  1  0.0
  0  0.6
  0  0.0
  0  0.0
  2  0.0
  1  0.6
  1  0.5
PSR %CPU
  3 31.3
  1  0.6
  1  0.0
  0  0.6
  0  0.0
  0  0.0
  2  0.0
  1  0.6
  1  0.5
PSR %CPU
  1 31.2
  0  0.6
  1  0.0
  1  0.6
  0  0.0
  0  0.0
  2  0.0
  1  0.6
  0  0.5
PSR %CPU
  3 31.3
  0  0.6
  1  0.0
  3  0.6
  0  0.0
  0  0.0
  2  0.0
  1  0.6
  0  0.5
PSR %CPU
  1 31.4
  3  0.6
  1  0.0
  3  0.6
  0  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  1 31.3
  3  0.6
  1  0.0
  3  0.6
  0  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  1 31.4
  3  0.6
  1  0.0
  3  0.6
  0  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  1 31.5
  3  0.6
  1  0.0
  3  0.6
  0  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  1 31.4
  2  0.6
  1  0.0
  3  0.6
  0  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  3 31.4
  2  0.6
  1  0.0
  3  0.6
  0  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  1 31.5
  2  0.6
  1  0.0
  2  0.6
  0  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  3 31.4
  2  0.6
  1  0.0
  2  0.6
  0  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  1 31.4
  2  0.6
  1  0.0
  3  0.6
  0  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  1 31.5
  3  0.6
  1  0.0
  3  0.6
  0  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  3 31.5
  3  0.6
  1  0.0
  3  0.6
  0  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  3 31.5
  3  0.6
  1  0.0
  3  0.6
  0  0.0
  0  0.0
  2  0.0
  3  0.6
  1  0.5
PSR %CPU
  1 31.5
  3  0.6
  1  0.0
  1  0.6
  0  0.0
  0  0.0
  2  0.0
  3  0.6
  1  0.5
PSR %CPU
  3 31.6
  3  0.6
  1  0.0
  1  0.6
  0  0.0
  0  0.0
  2  0.0
  3  0.6
  1  0.5
PSR %CPU
  1 31.5
  3  0.6
  1  0.0
  3  0.6
  0  0.0
  0  0.0
  2  0.0
  3  0.6
  1  0.5
PSR %CPU
  3 31.6
  3  0.6
  1  0.0
  3  0.6
  0  0.0
  0  0.0
  2  0.0
  1  0.6
  1  0.5
PSR %CPU
  1 31.7
  3  0.6
  1  0.0
  3  0.6
  0  0.0
  0  0.0
  2  0.0
  3  0.6
  1  0.5
PSR %CPU
  1 31.6
  3  0.6
  1  0.0
  3  0.6
  0  0.0
  0  0.0
  2  0.0
  3  0.6
  1  0.5
PSR %CPU
  1 31.7
  1  0.6
  1  0.0
  3  0.6
  0  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  3 31.6
  1  0.6
  1  0.0
  3  0.6
  0  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  3 31.6
  1  0.6
  1  0.0
  3  0.6
  0  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  1 31.6
  3  0.6
  1  0.0
  3  0.6
  0  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  1 31.6
  3  0.6
  1  0.0
  3  0.6
  0  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  1 31.7
  3  0.6
  1  0.0
  3  0.6
  0  0.0
  0  0.0
  2  0.0
  1  0.6
  3  0.5
PSR %CPU
  1 31.7
  3  0.6
  1  0.0
  3  0.6
  0  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  1 31.6
  3  0.6
  1  0.0
  3  0.6
  0  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  3 31.6
  3  0.6
  1  0.0
  3  0.6
  0  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  3 31.7
  3  0.6
  1  0.0
  3  0.6
  0  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  3 31.7
  3  0.6
  1  0.0
  3  0.6
  0  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  3 31.7
  3  0.6
  1  0.0
  0  0.6
  0  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  3 31.7
  3  0.6
  1  0.0
  0  0.6
  0  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  1 31.7
  3  0.6
  1  0.0
  3  0.6
  0  0.0
  0  0.0
  2  0.0
  3  0.6
  0  0.5
PSR %CPU
  3 31.7
  3  0.6
  1  0.0
  3  0.6
  0  0.0
  0  0.0
  2  0.0
  3  0.6
  0  0.5
PSR %CPU
  3 31.7
  3  0.6
  1  0.0
  3  0.6
  0  0.0
  0  0.0
  2  0.0
  0  0.6
  0  0.5
PSR %CPU
  1 31.8
  3  0.6
  1  0.0
  0  0.6
  0  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  3 31.8
  3  0.6
  1  0.0
  0  0.6
  0  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  1 31.8
  0  0.6
  1  0.0
  0  0.6
  0  0.0
  0  0.0
  2  0.0
  0  0.6
  0  0.5
PSR %CPU
  1 31.8
  0  0.6
  1  0.0
  0  0.6
  0  0.0
  0  0.0
  2  0.0
  0  0.6
  0  0.5
PSR %CPU
  1 31.8
  0  0.6
  1  0.0
  1  0.6
  0  0.0
  0  0.0
  2  0.0
  0  0.6
  0  0.5
PSR %CPU
  3 31.8
  0  0.6
  1  0.0
  1  0.6
  0  0.0
  0  0.0
  2  0.0
  0  0.6
  0  0.5
PSR %CPU
  1 31.7
  0  0.6
  1  0.0
  1  0.6
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  0  0.5
PSR %CPU
  3 31.7
  3  0.6
  1  0.0
  1  0.6
  3  0.0
  0  0.0
  2  0.0
  0  0.6
  0  0.5
PSR %CPU
  3 31.8
  1  0.6
  1  0.0
  1  0.6
  3  0.0
  0  0.0
  2  0.0
  1  0.6
  0  0.5
PSR %CPU
  1 31.8
  1  0.6
  1  0.0
  1  0.6
  3  0.0
  0  0.0
  2  0.0
  1  0.6
  0  0.5
PSR %CPU
  3 31.8
  1  0.6
  1  0.0
  1  0.6
  3  0.0
  0  0.0
  2  0.0
  1  0.6
  1  0.5
PSR %CPU
  1 31.9
  1  0.6
  1  0.0
  0  0.6
  3  0.0
  0  0.0
  2  0.0
  1  0.6
  1  0.5
PSR %CPU
  1 31.9
  1  0.6
  1  0.0
  0  0.6
  3  0.0
  0  0.0
  2  0.0
  1  0.6
  1  0.5
PSR %CPU
  1 31.8
  3  0.6
  1  0.0
  1  0.6
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  0 31.9
  3  0.6
  1  0.0
  3  0.6
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  0 31.9
  3  0.6
  1  0.0
  3  0.6
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  0 31.9
  3  0.6
  1  0.0
  3  0.6
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  0 32.0
  1  0.6
  1  0.0
  3  0.6
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  1  0.5
PSR %CPU
  0 32.0
  1  0.6
  1  0.0
  3  0.6
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  1  0.5
PSR %CPU
  2 32.0
  1  0.6
  1  0.0
  3  0.6
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  0 32.0
  1  0.6
  1  0.0
  3  0.6
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  1  0.5
PSR %CPU
  2 32.0
  1  0.6
  1  0.0
  3  0.6
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  1  0.5
PSR %CPU
  2 32.0
  1  0.6
  1  0.0
  3  0.6
  3  0.0
  0  0.0
  2  0.0
  1  0.6
  1  0.5
PSR %CPU
  0 32.1
  1  0.6
  1  0.0
  3  0.6
  3  0.0
  0  0.0
  2  0.0
  2  0.6
  2  0.5
PSR %CPU
  2 32.1
  1  0.6
  1  0.0
  3  0.6
  3  0.0
  0  0.0
  2  0.0
  2  0.6
  2  0.5
PSR %CPU
  2 32.1
  2  0.6
  1  0.0
  3  0.6
  3  0.0
  0  0.0
  2  0.0
  2  0.6
  2  0.5
PSR %CPU
  2 32.2
  3  0.6
  1  0.0
  3  0.6
  3  0.0
  0  0.0
  2  0.0
  2  0.6
  2  0.5
PSR %CPU
  2 32.1
  3  0.6
  1  0.0
  3  0.6
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  2  0.5
PSR %CPU
  2 32.1
  3  0.6
  1  0.0
  3  0.6
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  0 32.2
  3  0.6
  1  0.0
  0  0.6
  3  0.0
  0  0.0
  2  0.0
  0  0.6
  3  0.5
PSR %CPU
  2 32.2
  3  0.6
  1  0.0
  0  0.6
  3  0.0
  0  0.0
  2  0.0
  0  0.6
  3  0.5
PSR %CPU
  0 32.2
  3  0.6
  1  0.0
  3  0.6
  3  0.0
  0  0.0
  2  0.0
  0  0.6
  3  0.5
PSR %CPU
  0 32.2
  3  0.6
  1  0.0
  3  0.6
  3  0.0
  0  0.0
  2  0.0
  0  0.6
  3  0.5
PSR %CPU
  2 32.2
  3  0.6
  1  0.0
  2  0.6
  3  0.0
  0  0.0
  2  0.0
  0  0.6
  1  0.5
PSR %CPU
  2 32.2
  3  0.6
  1  0.0
  2  0.6
  3  0.0
  0  0.0
  2  0.0
  0  0.6
  1  0.5
PSR %CPU
  2 32.2
  0  0.6
  1  0.0
  0  0.6
  3  0.0
  0  0.0
  2  0.0
  0  0.6
  0  0.5
PSR %CPU
  2 32.2
  0  0.6
  1  0.0
  0  0.6
  3  0.0
  0  0.0
  2  0.0
  0  0.6
  0  0.5
PSR %CPU
  2 32.3
  0  0.6
  1  0.0
  0  0.6
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  0  0.5
PSR %CPU
  0 32.2
  1  0.6
  1  0.0
  1  0.6
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  0  0.5
PSR %CPU
  0 32.3
  2  0.6
  1  0.0
  1  0.6
  3  0.0
  0  0.0
  2  0.0
  2  0.6
  0  0.5
PSR %CPU
  0 32.3
  2  0.6
  1  0.0
  1  0.6
  3  0.0
  0  0.0
  2  0.0
  2  0.6
  0  0.5
PSR %CPU
  2 32.2
  2  0.6
  1  0.0
  1  0.6
  3  0.0
  0  0.0
  2  0.0
  2  0.6
  0  0.5
PSR %CPU
  0 32.3
  2  0.6
  1  0.0
  2  0.6
  3  0.0
  0  0.0
  2  0.0
  2  0.6
  2  0.5
PSR %CPU
  0 32.3
  2  0.6
  1  0.0
  2  0.6
  3  0.0
  0  0.0
  2  0.0
  2  0.6
  2  0.5
PSR %CPU
  2 32.3
  2  0.6
  1  0.0
  2  0.6
  3  0.0
  0  0.0
  2  0.0
  2  0.6
  2  0.5
PSR %CPU
  2 32.3
  2  0.6
  1  0.0
  0  0.6
  3  0.0
  0  0.0
  2  0.0
  2  0.6
  0  0.5
PSR %CPU
  0 32.4
  2  0.6
  1  0.0
  2  0.6
  3  0.0
  0  0.0
  2  0.0
  2  0.6
  2  0.5
PSR %CPU
  3 32.3
  2  0.6
  1  0.0
  2  0.6
  3  0.0
  0  0.0
  2  0.0
  2  0.6
  2  0.5
PSR %CPU
  1 32.3
  2  0.6
  1  0.0
  2  0.6
  3  0.0
  0  0.0
  2  0.0
  2  0.6
  0  0.5
PSR %CPU
  1 32.4
  0  0.6
  1  0.0
  2  0.6
  3  0.0
  0  0.0
  2  0.0
  0  0.6
  0  0.5
PSR %CPU
  3 32.4
  0  0.6
  1  0.0
  0  0.6
  3  0.0
  0  0.0
  2  0.0
  0  0.6
  0  0.5
PSR %CPU
  3 32.4
  0  0.6
  1  0.0
  0  0.6
  3  0.0
  0  0.0
  2  0.0
  0  0.6
  0  0.5
PSR %CPU
  3 32.4
  0  0.6
  1  0.0
  2  0.6
  3  0.0
  0  0.0
  2  0.0
  0  0.6
  2  0.5
PSR %CPU
  3 32.5
  2  0.6
  1  0.0
  2  0.6
  3  0.0
  0  0.0
  2  0.0
  2  0.6
  2  0.5
PSR %CPU
  3 32.4
  3  0.6
  1  0.0
  2  0.6
  3  0.0
  0  0.0
  2  0.0
  2  0.6
  3  0.5
PSR %CPU
  1 32.4
  3  0.6
  1  0.0
  3  0.6
  3  0.0
  0  0.0
  2  0.0
  2  0.6
  3  0.5
PSR %CPU
  1 32.5
  3  0.6
  1  0.0
  3  0.6
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  3 32.5
  3  0.6
  1  0.0
  3  0.6
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  1 32.5
  3  0.6
  1  0.0
  1  0.6
  3  0.0
  0  0.0
  2  0.0
  3  0.6
  3  0.5
PSR %CPU
  1 32.5
  0  0.6
  1  0.0
  1  0.6
  3  0.0
  0  0.0
